session_id,target
1,4.4655083993898735e-05
2,6.378998482550272e-06
3,0.0016794091131236294
4,4.546490048639587e-06
5,0.0008595101453747799
6,7.315925364437791e-06
7,6.073958440291157e-05
8,7.076906491928817e-05
9,3.296597705335812e-05
10,0.0009271717838831387
11,0.0003495689859540158
12,7.618712242796088e-05
13,3.051644002898787e-06
14,0.0035100865409619557
15,0.010457181165518772
16,2.5154010271653235e-05
17,0.022033211993503322
18,4.821250130550367e-06
19,2.560520552818868e-06
20,0.00026935921146567385
21,0.06783044151041275
22,1.428774458643816e-07
23,0.00046199150863706246
24,0.0001130715098677583
25,0.00042288335827940645
26,1.3308777585296569e-05
27,4.8661377154400166e-05
28,9.40633672234507e-05
29,0.0024818552936565264
30,0.017997201747778385
31,0.07333890688093463
32,0.03838088198253266
33,3.909466614761749e-05
34,0.00010607287296883324
35,0.009841175223168066
36,1.3047714564261552e-05
37,1.0225078332381074e-06
38,4.294781146666964e-06
39,0.00046835040062137416
40,1.6013156067406425e-06
41,0.0042259448939096405
42,9.97497722964229e-06
43,0.0005276754821541119
44,4.363010550959558e-06
45,0.008290828448407728
46,0.0011402348616006757
47,9.614281051530974e-06
48,3.2933246437424143e-07
49,0.0005143563214064586
50,0.0001092082985371036
51,0.0006277187793472122
52,3.191329652709768e-06
53,0.0002558071109627765
54,2.706041886716428e-05
55,0.009514288023981616
56,5.582276445626393e-07
57,2.7499686830448407e-05
58,8.519317289130572e-07
59,8.620159755102371e-06
60,1.818712404563998e-08
61,9.882519340987e-05
62,0.0005250453853774527
63,1.4881076927746574e-07
64,0.002210942225031013
65,0.00015103066007967708
66,1.4798929733324042e-05
67,0.00010571957979997414
68,0.00550778547877856
69,0.0013199841027637387
70,1.1745857434216302e-05
71,0.008317944337232904
72,0.006292831399678066
73,0.0012055606003663441
74,0.0013592703678348107
75,0.00040665479111972566
76,0.00016102959291796639
77,0.0003183867108444581
78,0.000243644298724681
79,4.8277568067915304e-05
80,5.532139625922519e-06
81,0.0008092378559986098
82,3.726054724026123e-07
83,1.460034712542647e-05
84,0.1836358665219795
85,0.0013873197460210298
86,0.00011913079559142672
87,0.0003312545745132153
88,0.001280368518488332
89,0.0004030596985963116
90,0.01669506643458158
91,1.1662146506964376e-05
92,5.408896822304938e-07
93,0.01295389079979744
94,2.8283809818406783e-06
95,3.9208240703909015e-06
96,4.090982982781184e-06
97,0.027601428621191127
98,2.926705050001163e-07
99,1.2663736049417353e-06
100,0.00021177565706287363
101,3.4672969061775793e-07
102,1.1880557219415349e-05
103,0.0016666986039202292
104,0.0004963534203817913
105,0.0034338971456874486
106,6.003110112629021e-05
107,5.356334339644951e-07
108,0.0016105244126155397
109,0.0001575648284336217
110,1.0977902948066896e-05
111,1.589530554173081e-05
112,4.0796914153912826e-05
113,1.823931908735965e-05
114,4.194063433008139e-05
115,8.602112909387181e-07
116,6.627183096952812e-08
117,6.59946385115643e-05
118,0.0034171597813335785
119,1.1173569032776038e-05
120,0.0038836863911765386
121,8.680640313210728e-07
122,8.120568849492254e-06
123,0.00046893429290938165
124,0.0002838976534952861
125,0.002226096634616497
126,1.1316918029379057e-05
127,1.2592652661418622e-05
128,3.368365168208282e-05
129,0.00010508290765369496
130,0.00014365726337646584
131,3.366677157510383e-05
132,0.002025479339695701
133,0.0025919959789171307
134,0.00013241383859258728
135,3.5235596152427865e-06
136,0.007393131255580877
137,1.8834138034075152e-07
138,0.01898345648016271
139,7.504089578621615e-06
140,3.297228843437208e-05
141,3.760854182516534e-06
142,0.0001720954014176083
143,3.75130801837243e-05
144,0.0001639602753222222
145,7.176801048098881e-06
146,7.165083509383778e-05
147,0.0017912965833039806
148,0.007194017097536027
149,0.00383654559614309
150,0.005448591267332618
151,9.077636528077068e-05
152,0.012896027581653435
153,0.00037632964819674385
154,0.012016808140332229
155,0.0012441718295861433
156,4.366808152625284e-06
157,0.0007186269880351115
158,0.01045637007562979
159,0.0008151244443687461
160,1.5068750472053634e-05
161,0.009930306127157444
162,5.549752763042753e-07
163,0.00013034786287710509
164,1.7319738984038426e-05
165,2.79171917853556e-06
166,8.372065063259642e-05
167,0.003778331902935284
168,0.003770619475223102
169,6.013277709235381e-05
170,0.0005678193359420739
171,1.918148143692596e-06
172,0.0006171505096770604
173,0.0015473345591850859
174,3.9603015655243805e-05
175,0.20142099190182366
176,0.013575125430156054
177,0.00598932660292184
178,0.0009308321332700824
179,9.750266826836267e-05
180,0.007531461090783554
181,0.004080345459729128
182,2.328202958985358e-05
183,0.0003180587385256987
184,0.002216422344905692
185,0.0009604909741704606
186,0.00011308450787929117
187,5.374629720436557e-06
188,6.522499039407442e-06
189,0.008016583015851314
190,0.011537318688316348
191,6.691128488506748e-07
192,0.0009358722180770928
193,0.014209791447673113
194,0.00019231916625433385
195,1.9276013508452787e-06
196,0.0012813591805565688
197,0.0018859066087144026
198,0.00014454742319904625
199,0.023741993047197794
200,6.155736618467122e-06
201,0.0005041297750941056
202,0.02302203420100484
203,6.4209323233809245e-06
204,6.140412543937872e-05
205,0.0009453953160882783
206,7.007910381692107e-07
207,0.0056486586734961815
208,0.0022058305989944337
209,1.035060902263172e-07
210,0.00016284965004630006
211,0.0010978641216732067
212,0.027865061390139063
213,2.5336367488932277e-06
214,0.012477937706505095
215,0.001931984391422894
216,0.006086657818868084
217,0.07017674750811297
218,5.31311637237578e-05
219,0.00029248278364565655
220,0.0019045362078643866
221,0.0025945721671027807
222,1.2232569879560084e-05
223,0.11506939391440418
224,2.3236878400187727e-05
225,0.013761425680567768
226,0.0030022169078069145
227,0.019828807896675266
228,1.0685037194569839e-06
229,5.100914694651449e-07
230,0.0002436783665529311
231,0.000541519120700095
232,8.050677003140385e-07
